iter	Logloss
117	0.06811625526
118	0.06773048272
119	0.06751455773
120	0.06706813942
121	0.06671057113
122	0.06648252015
123	0.06618423931
124	0.06565895769
125	0.06535521332
126	0.0650482082
127	0.06474034093
128	0.06451236331
129	0.06423970323
130	0.0638784951
131	0.06363256521
132	0.0634690169
133	0.06301919443
134	0.06260980036
135	0.06245389833
136	0.06209060822
137	0.06184040206
138	0.06163774003
139	0.0614320864
140	0.06101444223
141	0.06077403591
142	0.06040742286
143	0.06014923772
144	0.05993319323
145	0.05959856556
146	0.05946070612
147	0.05923464461
148	0.0590328905
149	0.05882961618
150	0.0585093962
151	0.05834678169
152	0.05816158424
153	0.05790699596
154	0.05771004189
155	0.05752041
156	0.05725296686
157	0.05692744385
158	0.05667616467
159	0.05656144944
160	0.05626467325
161	0.05605663244
162	0.05585603675
163	0.05545122382
164	0.05528062137
165	0.05505379855
166	0.05488247403
167	0.05478054364
168	0.05466421459
169	0.05435744851
170	0.05425392633
171	0.05409769968
172	0.053974122
173	0.05377927545
174	0.05354990731
175	0.05334609718
176	0.05313264613
177	0.05305954478
178	0.05294702258
179	0.0527691208
180	0.05264035867
181	0.05251446778
182	0.05243322408
183	0.05223106863
184	0.05193529588
185	0.05157136947
186	0.05149087924
187	0.05131615059
188	0.05118840094
189	0.05106516669
190	0.05097855582
191	0.05088928389
192	0.05059001051
193	0.05044260366
194	0.05027672017
195	0.05006439492
196	0.04994308626
197	0.04984182074
198	0.04977336399
199	0.04967592448
200	0.04949233882
201	0.04934017202
202	0.04927947938
203	0.04897760309
204	0.04864905574
205	0.04845510817
206	0.04827675894
207	0.04811784973
208	0.04793173193
209	0.0476658275
210	0.04740692398
211	0.04718172958
212	0.04704794517
213	0.04694868692
214	0.04685515654
215	0.04666507215
216	0.04654177578
217	0.04648001619
218	0.04635456397
219	0.04613135091
220	0.0460039067
221	0.04582858247
222	0.04567494753
223	0.04558662745
224	0.04535252067
225	0.04521609716
226	0.04509028392
227	0.04498731033
228	0.04483149174
229	0.04478657325
230	0.04470596657
231	0.04463806006
232	0.04455567742
233	0.04451733059
234	0.04443599657
235	0.04429349776
236	0.04413976126
237	0.04405221839
238	0.04398836634
239	0.04384209634
240	0.0437281292
241	0.04359507591
242	0.04356153347
243	0.04338702671
244	0.0432717508
245	0.04314718242
246	0.04300665457
247	0.04291560702
248	0.04282473007
249	0.04276088403
250	0.04267996977
251	0.04259006287
252	0.04250477782
253	0.04237989175
254	0.04233378006
255	0.04225367713
256	0.04206669983
257	0.04192559359
258	0.04180527275
259	0.04176018855
260	0.04165199075
261	0.04150311622
262	0.04141796787
263	0.04134133041
264	0.04124343126
265	0.0410701394
266	0.0409789908
267	0.04085066353
268	0.04067378201
269	0.04057106412
270	0.04051663267
271	0.04045708588
272	0.04041317771
273	0.04034481436
274	0.04024046162
275	0.04017840632
276	0.04010319511
277	0.04000367696
278	0.03997203746
279	0.03990978428
280	0.03981925274
281	0.03971071354
282	0.03962375592
283	0.03955993715
284	0.03940770333
285	0.03935529011
286	0.03926171648
287	0.03917914192
288	0.03910587823
289	0.0389925072
290	0.03888775225
291	0.03885294322
292	0.03879153973
293	0.03866962233
294	0.03854860745
295	0.03849822262
296	0.03841893076
297	0.03834745251
298	0.03829230035
299	0.03821939052
300	0.03817122871
301	0.03809006574
302	0.03795286161
303	0.03788657874
304	0.03777937205
305	0.0376159144
306	0.03749725226
307	0.03742676483
308	0.03735509117
309	0.03729963819
310	0.03724910014
311	0.03720455036
312	0.03714584634
313	0.03703505897
314	0.03695374919
315	0.03689123643
316	0.03685136735
317	0.03681313484
318	0.03677915982
319	0.03672788217
320	0.03670592638
321	0.03665985953
322	0.03650199778
323	0.03645421015
324	0.03642040687
325	0.03636250946
326	0.03628671835
327	0.03624042844
328	0.03615743394
329	0.03610963968
330	0.03607861979
331	0.0360080314
332	0.03597049409
333	0.03590409465
334	0.03581338776
335	0.03576253715
336	0.03564976987
337	0.03556304349
338	0.03546642072
339	0.03543281114
340	0.03539081546
341	0.03532475118
342	0.03526694845
343	0.03521718676
344	0.03516871918
345	0.0351474878
346	0.03502332222
347	0.03499953788
348	0.03494142488
349	0.03490337751
350	0.03480120922
351	0.03476370618
352	0.03473158123
353	0.03467673015
354	0.03464154078
355	0.0345842286
356	0.03447023477
357	0.03438704315
358	0.03435322708
359	0.03428766939
360	0.03417687567
361	0.03415591883
362	0.0340802354
363	0.03401169387
364	0.03394314408
365	0.03388094737
366	0.03381589949
367	0.0337861928
368	0.03376196338
369	0.03370175341
370	0.03363910782
371	0.03355370518
372	0.03350239844
373	0.03347189174
374	0.03343681584
375	0.03336776821
376	0.03332930827
377	0.03329292767
378	0.03324646999
379	0.03317312067
380	0.03311232642
381	0.03308148834
382	0.03299110767
383	0.03294855475
384	0.03291584247
385	0.03288252001
386	0.03285476122
387	0.03278097628
388	0.03275904533
389	0.03273655581
390	0.03262580754
391	0.03260885896
392	0.03257308969
393	0.03254100861
394	0.03251718261
395	0.03246392311
396	0.03242736393
397	0.03236860992
398	0.03234512721
399	0.03230175825
400	0.03227535221
401	0.03223747689
402	0.03220343396
403	0.03212888343
404	0.03208591284
405	0.03204852274
406	0.03201043971
407	0.03193073011
408	0.03185450286
409	0.03179023731
410	0.03175378407
411	0.03166767339
412	0.03163404
413	0.03162123149
414	0.03158648516
415	0.03150262856
416	0.03147154828
417	0.03144609915
418	0.03139433914
419	0.03134606348
420	0.03131594671
421	0.03123379145
422	0.03118351675
423	0.03115144622
424	0.03112684493
425	0.03109303623
426	0.03107308796
427	0.03104638516
428	0.03102898664
429	0.03092839771
430	0.03089763191
431	0.03085948595
432	0.03080324584
433	0.03078023958
434	0.03075347943
435	0.03071096792
436	0.0306538348
437	0.03063299301
438	0.03055712464
439	0.03051497742
440	0.03047846181
441	0.0304221228
442	0.03039068503
443	0.03036090847
444	0.03032125593
445	0.03028866867
446	0.03026212415
447	0.03021240693
448	0.03014048951
449	0.03008148551
450	0.0300647476
451	0.03004592444
452	0.03001614146
453	0.02999539367
454	0.02997459959
455	0.02995081081
456	0.02992166938
457	0.02987706223
458	0.02984841916
459	0.02975680453
460	0.02972143265
461	0.02966975686
462	0.02962933292
463	0.02957105573
464	0.02950202219
465	0.02947993544
466	0.02945672776
467	0.02940075495
468	0.02938376814
469	0.02934513572
470	0.02927258871
471	0.0292531993
472	0.02923689794
473	0.02920596389
474	0.02916481825
475	0.02914370926
476	0.02913071193
477	0.02908591117
478	0.02904147308
479	0.02901073972
480	0.02899360114
481	0.02899358038
482	0.02897432196
483	0.02891401933
484	0.02889244071
485	0.02886963438
486	0.02881690614
487	0.02878405359
488	0.02875863899
489	0.02869677868
490	0.02865389317
491	0.02865377233
492	0.02863560974
493	0.02860612901
494	0.02856910865
495	0.02854414474
496	0.02853066417
497	0.02852708283
498	0.02851078809
499	0.02851070182
500	0.02845782492
501	0.02843031045
502	0.02839376519
503	0.02837456285
504	0.02837444902
505	0.0283597061
506	0.02833465705
507	0.02831499417
508	0.02829946544
509	0.02827826544
510	0.02825676191
511	0.02819786515
512	0.0281210548
513	0.02808640381
514	0.02806018285
515	0.02804782418
516	0.02803237383
517	0.02799816736
518	0.0279832564
519	0.0279698494
520	0.02792480763
521	0.02792470739
522	0.02792466587
523	0.02792464856
524	0.02792457592
525	0.02792456384
526	0.02792457069
527	0.02791474363
528	0.02791057601
529	0.02787291828
530	0.02784755015
531	0.02781080524
532	0.02781072926
533	0.02779726023
534	0.02775049771
535	0.02773758011
536	0.02772128693
537	0.02769061824
538	0.02767362298
539	0.02765458679
540	0.02765452117
541	0.02762301494
542	0.02759521807
543	0.02758010152
544	0.0275523079
545	0.02751155169
546	0.0275110489
547	0.02748381406
548	0.02747304712
549	0.02743731309
550	0.02743720249
551	0.02740618736
552	0.0273533907
553	0.02732056319
554	0.02732058056
555	0.02728551876
556	0.02728545313
557	0.02727480073
558	0.02724702285
559	0.02720831645
560	0.02719173983
561	0.02719168468
562	0.02719169331
563	0.02719169331
564	0.02718421536
565	0.02716714905
566	0.02715554584
567	0.02713572507
568	0.02713570782
569	0.02713570949
570	0.02713532621
571	0.02712350728
572	0.02709819347
573	0.02707602962
574	0.02705632995
575	0.02701361881
576	0.02701360506
577	0.02698780525
578	0.02698773445
579	0.02696934506
580	0.02696924498
581	0.02696919494
582	0.0269529974
583	0.02692541927
584	0.02690482781
585	0.02686632984
586	0.02684452888
587	0.0268311715
588	0.02679130077
589	0.02677493977
590	0.02675342747
591	0.02671229579
592	0.02667894105
593	0.02661431607
594	0.02660282156
595	0.02659135153
596	0.02658215951
597	0.02658201451
598	0.02657177678
599	0.02656778307
600	0.02655475195
601	0.0265547381
602	0.02653861372
603	0.02651458495
604	0.02649291209
605	0.02647155484
606	0.02647149978
607	0.02645545482
608	0.02644034434
609	0.02642338474
610	0.02642338841
611	0.02642333982
612	0.02642334678
613	0.02642104603
614	0.02640026803
615	0.02640027153
616	0.0263794213
617	0.02636271494
618	0.02635942463
619	0.02635049149
620	0.02632753613
621	0.02631038865
622	0.0262977152
623	0.02629342048
624	0.02628109222
625	0.02628108683
626	0.02625055891
627	0.02625059186
628	0.02625057282
629	0.02624051423
630	0.02622109306
631	0.02620317699
632	0.02620315467
633	0.02618381435
634	0.0261837539
635	0.02614473834
636	0.02612789468
637	0.02606585157
638	0.0260310685
639	0.02599417302
640	0.02595068385
641	0.02595032138
642	0.02593943416
643	0.02593939092
644	0.0259229568
645	0.02592263914
646	0.02590862035
647	0.02588926937
648	0.02587447263
649	0.02586239975
650	0.02582766763
651	0.02579178386
652	0.02579175108
653	0.02575351876
654	0.02571004363
655	0.02571003317
656	0.02570196896
657	0.02568588242
658	0.02568584441
659	0.02565544902
660	0.02565544012
661	0.02565540572
662	0.02565543861
663	0.0256554178
664	0.02565539521
665	0.02564097777
666	0.02564093123
667	0.02564090179
668	0.02564051236
669	0.0256401862
670	0.02563405879
671	0.02563402104
672	0.02563404509
673	0.02563401743
674	0.02563405879
675	0.02563401047
676	0.02562115961
677	0.02561747521
678	0.02560619702
679	0.02559025313
680	0.02559017376
681	0.0255652493
682	0.02555298728
683	0.02553644684
684	0.02551093038
685	0.02550523081
686	0.02549075548
687	0.02548684305
688	0.0254850607
689	0.02548498628
690	0.02548502263
691	0.02548498456
692	0.0254849604
693	0.02548491047
694	0.0254782162
695	0.02547318927
696	0.0254529184
697	0.02542557918
698	0.02539988997
699	0.02539987622
700	0.02539981054
701	0.02539971413
702	0.02539970728
703	0.02537328942
704	0.02535790843
705	0.02534186223
706	0.02534182438
707	0.02534182071
708	0.02534183807
709	0.02534173109
710	0.02534148299
711	0.02534147253
712	0.02534144681
713	0.02534142422
714	0.02534142929
715	0.02534136722
716	0.0253413828
717	0.02534134824
718	0.0253413395
719	0.02534132058
720	0.02534132058
721	0.02532991461
722	0.02532986257
723	0.02532128107
724	0.02532126689
725	0.02532126009
726	0.02532095052
727	0.02532086953
728	0.02532082639
729	0.02530764544
730	0.02530374759
731	0.02527948316
732	0.02526157327
733	0.02523562612
734	0.02523560185
735	0.02521863997
736	0.02520776119
737	0.02520772322
738	0.0252077352
739	0.02520740853
740	0.02520744649
741	0.02520742228
742	0.02520739834
743	0.02520736901
744	0.02520738087
745	0.02520742741
746	0.02520733072
747	0.02519364198
748	0.02515078395
749	0.02510372569
750	0.02508807568
751	0.02505090534
752	0.02502984497
753	0.02498127201
754	0.02496917735
755	0.02495699157
756	0.02495668728
757	0.02495668378
758	0.02495659238
759	0.02495658893
760	0.02495656984
761	0.02495649731
762	0.02495647477
763	0.02495651629
764	0.02495644549
765	0.02495636946
766	0.02495635749
767	0.02495620036
768	0.02495621411
769	0.0249561521
770	0.02495614509
771	0.02493746735
772	0.02493743295
773	0.02493735346
774	0.02493432205
775	0.02493434103
776	0.02493434286
777	0.02493430835
778	0.02493409018
779	0.02492333996
780	0.0249232917
781	0.02492320537
782	0.02492318461
783	0.02492313986
784	0.02492309499
785	0.02492316056
786	0.02492308291
787	0.0249231363
788	0.02492304673
789	0.02492304673
790	0.02492304662
791	0.02492304662
792	0.02491070801
793	0.02491071669
794	0.02491063182
795	0.02491054565
796	0.02491054921
797	0.02491056129
798	0.0249105181
799	0.02491048013
800	0.02491054905
801	0.02491051987
802	0.02491051119
803	0.02491048693
804	0.02490792783
805	0.02490791759
806	0.0248925302
807	0.02489248539
808	0.02489245433
809	0.02489247137
810	0.0248812035
811	0.02486632673
812	0.02486623021
813	0.02486599888
814	0.02486597802
815	0.02486600228
816	0.02486592285
817	0.02486595041
818	0.02486589519
819	0.02486592113
820	0.02486249212
821	0.02486248872
822	0.02486247832
823	0.02486253693
824	0.02486243167
825	0.02486243502
826	0.0248624142
827	0.02485399486
828	0.02485392071
829	0.02485393624
830	0.0248538999
831	0.0248538862
832	0.02485390179
833	0.02485386895
834	0.024853838
835	0.02485379664
836	0.02485378629
837	0.02485377928
838	0.02485369812
839	0.02485369289
840	0.02485377582
841	0.02485372417
842	0.0248536965
843	0.02485362414
844	0.02485361891
845	0.02485359988
846	0.02485360343
847	0.02485358974
848	0.02485353091
849	0.02485348265
850	0.02485343239
851	0.02485341363
852	0.02485334639
853	0.02485337205
854	0.02485325828
855	0.0248532394
856	0.02485325822
857	0.02485318246
858	0.02485318246
859	0.02485317712
860	0.02485317712
861	0.02483317478
862	0.02483319533
863	0.02482031062
864	0.02481828966
865	0.0247977676
866	0.02478478941
867	0.02478472918
868	0.02478475668
869	0.02478470308
870	0.02478469968
871	0.02478463406
872	0.02478468582
873	0.02478463411
874	0.02478466161
875	0.02478458936
876	0.0247846064
877	0.02478460467
878	0.02478451322
879	0.02478452875
880	0.02478452697
881	0.02478432665
882	0.0247842992
883	0.0247842421
884	0.02478432665
885	0.0247843233
886	0.02478428523
887	0.02478425256
888	0.02478402285
889	0.02478402446
890	0.02478402279
891	0.02478393646
892	0.02478397788
893	0.02478393312
894	0.0247839157
895	0.02478395188
896	0.02478383293
897	0.02477801587
898	0.02476026344
899	0.02476025319
900	0.02473102768
901	0.02473096028
902	0.02473096896
903	0.02473096201
904	0.02473098444
905	0.02473094815
906	0.02473094292
907	0.02473068247
908	0.02473051655
909	0.02473045783
910	0.02473045783
911	0.02473045783
912	0.02473045783
913	0.02473045783
914	0.02471167815
915	0.02471163
916	0.02471165388
917	0.02471137786
918	0.02471132598
919	0.02471134329
920	0.02471128635
921	0.02471134847
922	0.02471126386
923	0.02471095834
924	0.02471091531
925	0.02471086165
926	0.02471089093
927	0.02471084947
928	0.02471070787
929	0.02471067675
930	0.02471058374
931	0.02471054028
932	0.02471045923
933	0.02471043847
934	0.02471040396
935	0.02471041264
936	0.02471047115
937	0.02471016924
938	0.02471015883
939	0.02470371172
940	0.02468972721
941	0.02468962427
942	0.0246896019
943	0.02468963231
944	0.02468955137
945	0.02468956146
946	0.02468956146
947	0.02468956146
948	0.0246895683
949	0.02468955515
950	0.02468955515
951	0.02468954291
952	0.02468952182
953	0.02468940136
954	0.02468942891
955	0.02468938529
956	0.02468934388
957	0.02468933741
958	0.0246892858
959	0.02468927885
960	0.02468924719
961	0.02468923566
962	0.0246892046
963	0.02468905723
964	0.02468905615
965	0.02468909395
966	0.02468908036
967	0.02468904046
968	0.02468903355
969	0.02468905728
970	0.02468901905
971	0.02468899856
972	0.02466320429
973	0.02463666066
974	0.02462457088
975	0.02461308387
976	0.02461309929
977	0.02461304526
978	0.02461290932
979	0.02461288106
980	0.02461282126
981	0.02461284477
982	0.02461281862
983	0.02461279339
984	0.02461278783
985	0.02461263825
986	0.02461263825
987	0.02461260191
988	0.02461255176
989	0.02461247174
990	0.02461251196
991	0.02461252404
992	0.02461249228
993	0.02461241868
994	0.02459948911
995	0.02459944236
996	0.02459945843
997	0.02459945843
998	0.02459940677
999	0.02459942521
